row_id,source,temperature_C,MEA_weight_fraction,CO2_loading,pressure_Pa,model_family,target_x_CO2,target_role_CO2,target_x_MEA,target_role_MEA,target_x_MEAH+,target_role_MEAH+,target_x_MEACOO-,target_role_MEACOO-,target_x_HCO3-,target_role_HCO3-,target_x_CO3^2-,target_role_CO3^2-,target_x_H3O+,target_role_H3O+,target_x_OH-,target_role_OH-,target_x_MEA + MEAH+,target_role_MEA + MEAH+,model_x_CO2,log10_model_over_target_CO2,model_x_MEA,log10_model_over_target_MEA,model_x_MEAH+,log10_model_over_target_MEAH+,model_x_MEACOO-,log10_model_over_target_MEACOO-,model_x_HCO3-,log10_model_over_target_HCO3-,model_x_CO3^2-,log10_model_over_target_CO3^2-,model_x_H3O+,log10_model_over_target_H3O+,model_x_OH-,log10_model_over_target_OH-,model_x_MEA + MEAH+,log10_model_over_target_MEA + MEAH+,reaction_residual_R1_water_autoionization,reaction_residual_R2_CO2_to_HCO3,reaction_residual_R3_HCO3_to_CO3,reaction_residual_R4_MEACOO_hydrolysis,reaction_residual_R5_MEAH_dissociation,mass_balance_residual_carbon_total,mass_balance_residual_mea_total,mass_balance_residual_water_total,charge_residual,max_abs_reaction_residual,state_failure_count,solver_returned,solver_success,rejection_reason,message
cheq_0010,Bottinger,20.0,0.3,0.235,101325.0,phase2_epcsaft_activity_speciation,0.0043969201416978725,balance_inferred,0.1124028504384268,balance_inferred,0.0240872770856017,balance_inferred,0.026572171304108105,direct_positive,0.007186363503379458,balance_inferred,0.00016765613461799313,balance_inferred,0.010006569991121848,balance_inferred,1e-12,balance_inferred,0.1364901275240285,aggregate_direct_positive,6.440956776674377e-10,,0.05951255054407805,,0.02696836681133369,,0.0257652517797507,-0.013392652793543505,3.4814562540750644e-05,,0.0005777827547741396,,1.0877711710022579e-13,,1.273501316398119e-05,,0.08648091735541175,-0.19818095173738007,4.348464699432952e-08,3.7048732082212155e-08,9.470033646152842e-08,-4.092468586236464e-09,2.1488663293212085e-08,1.9332105360980734e-12,3.145170235363537e-11,1.900701818158268e-12,-5.218472512159801e-11,9.470033646152842e-08,0,True,True,,converged
cheq_0011,Matin,20.0,0.3,0.241,101325.0,phase2_epcsaft_activity_speciation,0.0007228113157221105,balance_inferred,0.06333014982717777,direct_positive,0.025964612628512785,direct_positive,0.02439872482238661,direct_positive,0.0022911960019207523,direct_positive,1e-12,balance_inferred,0.0007253081977945802,balance_inferred,1e-12,balance_inferred,0.08929476245569055,aggregate_direct_positive,7.174828702928644e-10,,0.05816834443672488,-0.03692381222229556,0.027641354895027965,0.02717747936747005,0.026436469860859298,0.034836333155128754,3.683998282003338e-05,-1.7937428237996398,0.0005780162455003039,,1.1201067526680155e-13,,1.2012620878211021e-05,,0.08580969933175285,-0.017289606035454586,-7.629822995625091e-08,-8.23164114649444e-08,-6.30767722498149e-08,2.9755998554037433e-08,9.723741101197447e-08,9.51780598779095e-11,2.6870532188194574e-10,1.3087065875438952e-09,-5.882683220959756e-11,9.723741101197447e-08,0,True,True,,converged
cheq_0012,Jakobsen,20.0,0.3,0.25,101325.0,phase2_epcsaft_activity_speciation,0.000679605295397699,balance_inferred,0.06052140387765808,direct_positive,0.02474419441646342,direct_positive,0.026483565374124204,direct_positive,0.0001934878680715837,direct_positive,0.0005934813320483123,direct_positive,0.003119821489828991,balance_inferred,9.999999999999998e-13,balance_inferred,0.0852655982941215,aggregate_direct_positive,8.438587970908754e-10,,0.05615218974588778,-0.03254229658231643,0.028650723501144438,0.0636622741607493,0.027443255837265514,0.015459182310273963,4.010465496286514e-05,-0.6834589551329924,0.0005781809349906415,-0.011343295684166447,1.1708927194395252e-13,,1.1001139058405179e-05,,0.08480291324703222,-0.0023630718791087385,-1.3746070948172928e-09,-8.395986128562072e-08,-8.040482413207428e-08,5.730651508883966e-10,1.1685941103678488e-09,7.57380269611474e-15,1.7111312367035225e-14,1.6286971771251046e-13,-6.3597215736949445e-15,8.395986128562072e-08,0,True,True,,converged
cheq_0013,Matin,20.0,0.3,0.264,101325.0,phase2_epcsaft_activity_speciation,0.0006150268060850508,balance_inferred,0.05814079487394461,direct_positive,0.028428341484341153,direct_positive,0.026717507988862486,direct_positive,0.0025893494741451237,direct_positive,1.0000910613256701e-12,balance_inferred,0.000878515980666638,balance_inferred,1e-12,balance_inferred,0.08656913635828575,aggregate_direct_positive,1.0879461277821992e-09,,0.05301640753062031,-0.040070668983177016,0.03022062852382214,0.026551968890000728,0.02900913301207888,0.03573880143588749,4.579566998301822e-05,-1.75236625232376,0.0005780588679826237,,1.2562231595027688e-13,,9.582114460480996e-06,,0.08323703605444245,-0.017046477634472645,-2.230839513117644e-08,-1.2954586736668716e-08,-9.039054305048921e-08,1.1550854495112617e-08,2.8354282477494053e-08,1.4050628716066882e-11,3.692833538959661e-11,2.0884260987230618e-10,-8.294084486259296e-12,9.039054305048921e-08,0,True,True,,converged
cheq_0014,Matin,20.0,0.3,0.287,101325.0,phase2_epcsaft_activity_speciation,0.00043753778099531773,balance_inferred,0.05296333643280656,direct_positive,0.030800668348446816,direct_positive,0.02893729715495581,direct_positive,0.0029863926896543944,direct_positive,9.999999999999998e-13,balance_inferred,0.0011230214981633871,balance_inferred,9.999999999999998e-13,balance_inferred,0.08376400478125337,aggregate_direct_positive,1.6643897393342676e-09,,0.04786641669481189,-0.04394441855026569,0.03279929158070696,0.027304323227826645,0.031580460741673574,0.03796049778822661,5.714471937695201e-05,-1.7181708094687005,0.0005770434088559484,,1.4175919185984472e-13,,7.599352732832337e-06,,0.08066570827551886,-0.016368481483108197,-2.8322643785827495e-08,-7.595190254505724e-08,-7.082881836595334e-08,1.868387933257054e-08,9.691010305346026e-08,8.417070859745301e-11,2.042907926158577e-10,1.4000208770070799e-09,-4.906589380737733e-11,9.691010305346026e-08,0,True,True,,converged
cheq_0015,Jakobsen,20.0,0.3,0.29,101325.0,phase2_epcsaft_activity_speciation,0.0013721654303113938,balance_inferred,0.056721581223652465,direct_positive,0.023802043448114107,direct_positive,0.029862900028818824,direct_positive,0.0001949868651783167,direct_positive,0.0005949823526474832,direct_positive,0.007445808151178,balance_inferred,1.0000000000000002e-12,balance_inferred,0.08052362467176657,aggregate_direct_positive,1.7610442423840152e-09,,0.047194871188561076,-0.07985352405674931,0.03313561197125661,0.14368075223299143,0.03191568576649636,0.028872200078494777,5.8845375125767434e-05,-0.5202930214217831,0.0005768561010777463,-0.013436594341478491,1.4410131792517049e-13,,7.368656841516671e-06,,0.0803304831598177,-0.0010429367867297145,1.1391847465347382e-09,-3.3434552904054726e-09,-4.71440486649044e-09,8.53830783853482e-09,7.770372789650537e-08,2.937799309377098e-11,5.0832366094155645e-11,8.768932246994154e-10,-2.8297304108171795e-11,7.770372789650537e-08,0,True,True,,converged
cheq_0016,Bottinger,20.0,0.3,0.309,101325.0,phase2_epcsaft_activity_speciation,0.0057382054346754325,balance_inferred,0.09439199294899088,balance_inferred,0.03288436617307017,balance_inferred,0.03474306825290338,direct_positive,0.009318320953273226,balance_inferred,0.0002691239397366934,balance_inferred,0.011715270912579831,balance_inferred,1e-12,balance_inferred,0.12727635912206103,aggregate_direct_positive,2.5358349197360917e-09,,0.04294310052802294,,0.035265540607584495,,0.034037527776262524,-0.008910160753889926,7.109581675940056e-05,,0.000575440064851958,,1.6054538211690915e-13,,6.036987309773602e-06,,0.07820864113560744,-0.21149300320614428,6.195360136018735e-08,5.0988770539106554e-08,4.826525312751073e-08,-2.175914559643388e-09,5.551292403538355e-08,6.059173995875966e-12,1.9793555683378372e-11,5.9788840545138555e-12,-9.886165061638802e-11,6.195360136018735e-08,0,True,True,,converged
cheq_0017,Matin,20.0,0.3,0.31,101325.0,phase2_epcsaft_activity_speciation,0.0003158605077836934,balance_inferred,0.04787879458098555,direct_positive,0.03317576359639835,direct_positive,0.031079930349586424,direct_positive,0.003383398123957891,direct_positive,1.0006217651149979e-12,balance_inferred,0.0012875648791472111,balance_inferred,9.999999999999998e-13,balance_inferred,0.0810545581773839,aggregate_direct_positive,2.5859621711095064e-09,,0.042719397180348034,-0.04951809219932142,0.03537762952635888,0.027907802026440384,0.03414914218183185,0.040899761910543925,7.182054197604475e-05,-1.6731044260636212,0.0005753470465775111,,1.614978152657599e-13,,5.972711281225489e-06,,0.07809702670670692,-0.016142942994167086,-6.94179114191229e-09,-9.46818552449713e-08,-8.200720813533735e-08,3.825551431191343e-09,9.87018466958034e-09,2.880161387164293e-12,6.483480419205989e-12,5.315192730392937e-11,-1.6657991582262263e-12,9.46818552449713e-08,0,True,True,,converged
cheq_0018,Matin,20.0,0.3,0.334,101325.0,phase2_epcsaft_activity_speciation,9.074964183809489e-05,balance_inferred,0.042710499000621835,direct_positive,0.0354623062203113,direct_positive,0.033123684537685716,direct_positive,0.003977877015087029,direct_positive,1.0001007874467317e-12,balance_inferred,0.0016392553344616381,balance_inferred,1e-12,balance_inferred,0.07817280522093314,aggregate_direct_positive,4.198856534678132e-09,,0.037353417225926035,-0.05820430665846217,0.038067894219801696,0.030791878198083034,0.03682485723064967,0.04600243189595561,9.226227581173026e-05,-1.6346271887727761,0.000573096647940197,,1.8771470211349445e-13,,4.58144688214806e-06,,0.07542131144572772,-0.015561617074997721,3.84534537545278e-09,-2.01674055233525e-09,-9.340357820519785e-09,5.890925081075693e-09,7.371237487063809e-08,4.627277033764088e-11,9.424941382896179e-11,1.014517470032672e-09,-2.8178125647533136e-11,7.371237487063809e-08,0,True,True,,converged
cheq_0019,Matin,20.0,0.3,0.358,101325.0,phase2_epcsaft_activity_speciation,1e-12,balance_inferred,0.03775707657606801,direct_positive,0.03786062064138502,direct_positive,0.03507866377624308,direct_positive,0.004571776847680795,direct_positive,1.0001580314766216e-12,balance_inferred,0.0017898199845391705,balance_inferred,1e-12,balance_inferred,0.07561769721745304,aggregate_direct_positive,7.072493007016885e-09,,0.03199513747990803,-0.07191438010200076,0.04075810214160678,0.03202622435046169,0.03949292871265433,0.05147629952415735,0.0001206567945824644,-1.5785332404676775,0.0005705356991898633,,2.2267901160806845e-13,,3.445265154715363e-06,,0.07275323962151481,-0.016771110933552186,1.343394906427875e-08,6.590049395072128e-09,-1.2606754751232074e-08,2.7457556228682733e-09,8.034572474002744e-08,4.492547306389483e-11,8.443833132698586e-11,1.1045542258614205e-09,-2.782370869152786e-11,8.034572474002744e-08,0,True,True,,converged
cheq_0020,Matin,20.0,0.3,0.382,101325.0,phase2_epcsaft_activity_speciation,9.999999999999998e-13,balance_inferred,0.03280550367447648,direct_positive,0.04030653134225544,direct_positive,0.036729626166843464,direct_positive,0.00525706055504629,direct_positive,1.0002080372628479e-12,balance_inferred,0.001680155381634733,balance_inferred,9.999999999999998e-13,balance_inferred,0.07311203501673191,aggregate_direct_positive,1.255936229852558e-08,,0.02664953266504418,-0.09025711252224661,0.04344830326364243,0.03259739541930107,0.04214833176206785,0.05976388172349086,0.00016193128399525218,-1.5114122200743545,0.0005677604678039015,,2.717927949442285e-13,,2.519310857746823e-06,,0.07009783592868661,-0.018284261755650823,3.231099832134987e-08,2.3496642853615413e-08,1.8467201101657338e-08,-4.396106589865667e-09,8.670692253076595e-08,4.0273041845839685e-11,6.686783071696567e-11,1.199681021191168e-09,-2.7437952064504492e-11,8.670692253076595e-08,0,True,True,,converged
cheq_0021,Bottinger,20.0,0.3,0.388,101325.0,phase2_epcsaft_activity_speciation,0.007208532136674709,balance_inferred,0.07472786584945713,balance_inferred,0.04259985288271074,balance_inferred,0.04283425315884062,direct_positive,0.011733140006720606,balance_inferred,0.00037262825098879394,balance_inferred,0.012712796784828076,balance_inferred,1e-12,balance_inferred,0.11732771873216788,aggregate_direct_positive,1.4657299552936538e-08,,0.025316083599921445,,0.044120842210866575,,0.04280924172275422,-0.0002536638422012732,0.0001752291327270357,,0.000567027504139627,,2.8733753782046075e-13,,2.3164050550910948e-06,,0.06943692581078802,-0.22781014150248577,2.5789706370460408e-08,1.6175992101352676e-08,9.161155389847409e-09,5.179092710250188e-10,7.156238268635207e-08,1.3893650119278789e-11,1.4637874246048455e-12,1.37357902829649e-11,-5.525524120682753e-11,7.156238268635207e-08,0,True,True,,converged
cheq_0022,Jakobsen,20.0,0.3,0.4,101325.0,phase2_epcsaft_activity_speciation,0.004369108442694628,balance_inferred,0.03334787020776398,direct_positive,0.04515205118746268,direct_positive,0.042081153618726046,direct_positive,0.0005977284510704963,direct_positive,0.0011977289436015488,direct_positive,1e-12,balance_inferred,7.771123046303868e-05,balance_inferred,0.07849992139522666,aggregate_direct_positive,2.0296186464026332e-08,,0.022654203000079365,-0.16791931470018884,0.0454659074640963,0.003008379268814737,0.04412605673002028,0.02060748187740003,0.00020687048918723757,-0.4608053867308149,0.0005655193792101186,-0.32591105266929665,3.239430966575307e-13,,1.9415189059608956e-06,,0.06812011046417567,-0.06159387832398295,-9.014432755805046e-08,-8.965797348992055e-08,9.738141670823097e-08,3.357736666487199e-08,-2.9280815994070508e-08,1.8232386433947312e-10,4.153135751971959e-10,7.836051807430522e-10,-3.073357708841046e-11,9.738141670823097e-08,0,True,True,,converged
cheq_0023,Matin,20.0,0.3,0.406,101325.0,phase2_epcsaft_activity_speciation,1.000021895301126e-12,balance_inferred,0.027959116891939494,direct_positive,0.04278263153304992,direct_positive,0.03825864412458467,direct_positive,0.006031773553929493,direct_positive,1e-12,balance_inferred,0.0015077861474642393,balance_inferred,1e-12,balance_inferred,0.07074174842498941,aggregate_direct_positive,2.4112981566707667e-08,,0.021326395102122604,-0.11760599892321721,0.04613842280934978,0.032795250324645385,0.04478134845522903,0.06836759221655109,0.00022583630061984966,-1.4266512776915288,0.0005647346916603057,,3.456811667660018e-13,,1.7686988919038424e-06,,0.06746481791147238,-0.020598436930107603,5.0295163589453296e-08,3.9389441042203543e-08,4.076542481357137e-08,-1.200741195361843e-08,9.451456151055027e-08,3.513288271417281e-11,4.97617641537218e-11,1.2944540994652698e-09,-2.7129583212937705e-11,9.451456151055027e-08,0,True,True,,converged
cheq_0024,Matin,20.0,0.3,0.431,101325.0,phase2_epcsaft_activity_speciation,1.0000000000000002e-12,balance_inferred,0.023141758807660468,direct_positive,0.04522971751496442,direct_positive,0.039734784172672025,direct_positive,0.006902592144746877,direct_positive,1.000318943274173e-12,balance_inferred,0.001407658804455113,balance_inferred,1.0000000000000002e-12,balance_inferred,0.06837147632262489,aggregate_direct_positive,5.4201283951516464e-08,,0.0158295175910615,-0.16492868306936126,0.0489402670619377,0.03424245958098801,0.047476378374770555,0.07730672399739386,0.0003405826053518128,-1.3067897494975604,0.0005610810915405202,,4.751801261183926e-13,,1.143913338480736e-06,,0.06476978465299921,-0.02350250446689464,3.512193380572626e-08,2.867144743845529e-08,3.012828386772526e-08,-1.0205726042045171e-08,5.181995987868504e-08,1.439426355887008e-11,1.574092245437697e-11,6.969507193588242e-10,-1.3477015292410289e-11,5.181995987868504e-08,0,True,True,,converged
cheq_0025,Matin,20.0,0.3,0.455,101325.0,phase2_epcsaft_activity_speciation,1.0022652101555444e-12,balance_inferred,0.018434796753607565,direct_positive,0.047834362683420124,direct_positive,0.04100934128197647,direct_positive,0.007856372679628349,direct_positive,1.0000000000000002e-12,balance_inferred,0.001031351280184688,balance_inferred,1.0000000000000002e-12,balance_inferred,0.06626915943702769,aggregate_direct_positive,1.4637639252778084e-07,,0.010663765241346464,-0.23772777812033152,0.05162876859907626,0.03315177473046879,0.04995361882758891,0.08568416219316997,0.0005619929677771753,-1.1454911954497864,0.0005562413005350296,,7.203712115830721e-13,,6.742175966769533e-07,,0.06229253384042272,-0.026875465202186824,4.373459994155837e-08,3.659736691474791e-08,3.387059166470863e-08,-1.4406460024929402e-08,5.62796493852602e-08,1.1357421947355562e-11,7.504885601861133e-12,7.443933247586187e-10,-1.3544452448369112e-11,5.62796493852602e-08,0,True,True,,converged
cheq_0026,Bottinger,20.0,0.3,0.474,101325.0,phase2_epcsaft_activity_speciation,0.008974518605379244,balance_inferred,0.053746328276703066,balance_inferred,0.05226646675217855,balance_inferred,0.049169771647311775,direct_positive,0.014932370210827047,balance_inferred,0.0004854182537810819,balance_inferred,0.012806511613522434,balance_inferred,1e-12,balance_inferred,0.10601279502888161,aggregate_direct_positive,4.22135092743259e-07,,0.006792287341299219,,0.053754166066777825,,0.05169966859307017,0.02178956781573998,0.0009550309822310643,,0.0005495401223369485,,1.1505754552321152e-12,,3.8625475484795213e-07,,0.060546453408077044,-0.243269576014586,-9.91513928738641e-08,-9.073422546634902e-08,-9.267282763403273e-08,4.28885602588025e-08,-5.3368275132470444e-08,1.0656436150169313e-10,2.1643192793519006e-10,-2.379141328390233e-11,-6.4579812006602006e-12,9.91513928738641e-08,0,True,True,,converged
